N,|E1/B0_eff|,|E2/B0_eff|
1347,1.61039E-08,1.91263E-07
1348,1.60747E-08,1.90994E-07
1349,1.60456E-08,1.90724E-07
1350,1.60166E-08,1.90455E-07
1351,1.59877E-08,1.90187E-07
1352,1.59588E-08,1.8992E-07
1353,1.593E-08,1.89653E-07
1354,1.59013E-08,1.89386E-07
1355,1.58727E-08,1.8912E-07
1356,1.58441E-08,1.88855E-07
1357,1.58156E-08,1.8859E-07
1358,1.57872E-08,1.88326E-07
1359,1.57588E-08,1.88063E-07
1360,1.57305E-08,1.878E-07
1361,1.57023E-08,1.87537E-07
1362,1.56742E-08,1.87275E-07
1363,1.56461E-08,1.87014E-07
1364,1.56181E-08,1.86753E-07
1365,1.55902E-08,1.86493E-07
1366,1.55624E-08,1.86233E-07
1367,1.55346E-08,1.85974E-07
1368,1.55069E-08,1.85716E-07
1369,1.54792E-08,1.85458E-07
1370,1.54516E-08,1.852E-07
1371,1.54241E-08,1.84943E-07
1372,1.53967E-08,1.84687E-07
1373,1.53693E-08,1.84431E-07
1374,1.5342E-08,1.84176E-07
1375,1.53148E-08,1.83921E-07
1376,1.52877E-08,1.83667E-07
1377,1.52606E-08,1.83413E-07
1378,1.52335E-08,1.8316E-07
1379,1.52066E-08,1.82908E-07
1380,1.51797E-08,1.82656E-07
1381,1.51529E-08,1.82404E-07
1382,1.51261E-08,1.82153E-07
1383,1.50994E-08,1.81903E-07
1384,1.50728E-08,1.81653E-07
1385,1.50463E-08,1.81403E-07
1386,1.50198E-08,1.81154E-07
1387,1.49933E-08,1.80906E-07
1388,1.4967E-08,1.80658E-07
1389,1.49407E-08,1.80411E-07
1390,1.49145E-08,1.80164E-07
1391,1.48883E-08,1.79918E-07
1392,1.48622E-08,1.79672E-07
1393,1.48362E-08,1.79427E-07
1394,1.48102E-08,1.79182E-07
1395,1.47843E-08,1.78938E-07
1396,1.47585E-08,1.78694E-07
1397,1.47327E-08,1.78451E-07
1398,1.4707E-08,1.78208E-07
1399,1.46813E-08,1.77966E-07
1400,1.46557E-08,1.77724E-07
1401,1.46302E-08,1.77483E-07
1402,1.46048E-08,1.77242E-07
1403,1.45794E-08,1.77002E-07
1404,1.4554E-08,1.76762E-07
1405,1.45288E-08,1.76523E-07
1406,1.45036E-08,1.76284E-07
1407,1.44784E-08,1.76046E-07
1408,1.44533E-08,1.75808E-07
1409,1.44283E-08,1.75571E-07
1410,1.44033E-08,1.75334E-07
1411,1.43784E-08,1.75098E-07
1412,1.43536E-08,1.74862E-07
1413,1.43288E-08,1.74627E-07
1414,1.43041E-08,1.74392E-07
1415,1.42794E-08,1.74158E-07
1416,1.42548E-08,1.73924E-07
1417,1.42303E-08,1.73691E-07
1418,1.42058E-08,1.73458E-07
1419,1.41814E-08,1.73226E-07
1420,1.4157E-08,1.72994E-07
1421,1.41327E-08,1.72762E-07
1422,1.41085E-08,1.72531E-07
1423,1.40843E-08,1.72301E-07
1424,1.40602E-08,1.72071E-07
1425,1.40361E-08,1.71841E-07
1426,1.40121E-08,1.71612E-07
1427,1.39881E-08,1.71383E-07
1428,1.39642E-08,1.71155E-07
1429,1.39404E-08,1.70928E-07
1430,1.39166E-08,1.707E-07
1431,1.38929E-08,1.70474E-07
1432,1.38692E-08,1.70247E-07
1433,1.38456E-08,1.70021E-07
1434,1.38221E-08,1.69796E-07
1435,1.37986E-08,1.69571E-07
1436,1.37752E-08,1.69347E-07
1437,1.37518E-08,1.69123E-07
1438,1.37285E-08,1.68899E-07
1439,1.37052E-08,1.68676E-07
1440,1.3682E-08,1.68453E-07
1441,1.36588E-08,1.68231E-07
1442,1.36357E-08,1.68009E-07
1443,1.36127E-08,1.67788E-07
1444,1.35897E-08,1.67567E-07
1445,1.35667E-08,1.67347E-07
1446,1.35439E-08,1.67127E-07
1447,1.3521E-08,1.66907E-07
1448,1.34983E-08,1.66688E-07
1449,1.34755E-08,1.66469E-07
1450,1.34529E-08,1.66251E-07
1451,1.34303E-08,1.66033E-07
1452,1.34077E-08,1.65816E-07
1453,1.33852E-08,1.65599E-07
1454,1.33628E-08,1.65383E-07
1455,1.33404E-08,1.65167E-07
1456,1.3318E-08,1.64951E-07
1457,1.32957E-08,1.64736E-07
1458,1.32735E-08,1.64521E-07
1459,1.32513E-08,1.64307E-07
1460,1.32292E-08,1.64093E-07
1461,1.32071E-08,1.6388E-07
1462,1.31851E-08,1.63667E-07
1463,1.31631E-08,1.63454E-07
1464,1.31412E-08,1.63242E-07
1465,1.31193E-08,1.6303E-07
1466,1.30975E-08,1.62819E-07
1467,1.30757E-08,1.62608E-07
1468,1.3054E-08,1.62397E-07
1469,1.30323E-08,1.62187E-07
1470,1.30107E-08,1.61977E-07
1471,1.29891E-08,1.61768E-07
1472,1.29676E-08,1.61559E-07
1473,1.29461E-08,1.61351E-07
1474,1.29247E-08,1.61143E-07
1475,1.29034E-08,1.60935E-07
1476,1.28821E-08,1.60728E-07
1477,1.28608E-08,1.60521E-07
1478,1.28396E-08,1.60315E-07
1479,1.28184E-08,1.60109E-07
1480,1.27973E-08,1.59903E-07
1481,1.27762E-08,1.59698E-07
1482,1.27552E-08,1.59493E-07
1483,1.27342E-08,1.59289E-07
1484,1.27133E-08,1.59085E-07
1485,1.26924E-08,1.58881E-07
1486,1.26716E-08,1.58678E-07
1487,1.26508E-08,1.58476E-07
1488,1.26301E-08,1.58273E-07
1489,1.26094E-08,1.58071E-07
1490,1.25888E-08,1.5787E-07
1491,1.25682E-08,1.57668E-07
1492,1.25477E-08,1.57468E-07
1493,1.25272E-08,1.57267E-07
1494,1.25068E-08,1.57067E-07
1495,1.24864E-08,1.56868E-07
1496,1.2466E-08,1.56668E-07
1497,1.24457E-08,1.56469E-07
1498,1.24255E-08,1.56271E-07
1499,1.24053E-08,1.56073E-07
1500,1.23851E-08,1.55875E-07
1501,1.2365E-08,1.55678E-07
1502,1.23449E-08,1.55481E-07
1503,1.23249E-08,1.55284E-07
1504,1.23049E-08,1.55088E-07
1505,1.2285E-08,1.54892E-07
1506,1.22651E-08,1.54697E-07
1507,1.22453E-08,1.54502E-07
1508,1.22255E-08,1.54307E-07
1509,1.22057E-08,1.54113E-07
1510,1.2186E-08,1.53919E-07
1511,1.21664E-08,1.53726E-07
1512,1.21467E-08,1.53533E-07
1513,1.21272E-08,1.5334E-07
1514,1.21077E-08,1.53147E-07
1515,1.20882E-08,1.52955E-07
1516,1.20687E-08,1.52764E-07
1517,1.20494E-08,1.52572E-07
1518,1.203E-08,1.52381E-07
1519,1.20107E-08,1.52191E-07
1520,1.19914E-08,1.52001E-07
1521,1.19722E-08,1.51811E-07
1522,1.19531E-08,1.51621E-07
1523,1.19339E-08,1.51432E-07
1524,1.19148E-08,1.51243E-07
1525,1.18958E-08,1.51055E-07
1526,1.18768E-08,1.50867E-07
1527,1.18578E-08,1.50679E-07
1528,1.18389E-08,1.50492E-07
1529,1.18201E-08,1.50305E-07
1530,1.18012E-08,1.50118E-07
1531,1.17825E-08,1.49932E-07
1532,1.17637E-08,1.49746E-07
1533,1.1745E-08,1.49561E-07
1534,1.17263E-08,1.49375E-07
1535,1.17077E-08,1.4919E-07
1536,1.16892E-08,1.49006E-07
1537,1.16706E-08,1.48822E-07
1538,1.16521E-08,1.48638E-07
1539,1.16337E-08,1.48455E-07
1540,1.16153E-08,1.48271E-07
1541,1.15969E-08,1.48089E-07
1542,1.15786E-08,1.47906E-07
1543,1.15603E-08,1.47724E-07
1544,1.1542E-08,1.47542E-07
1545,1.15238E-08,1.47361E-07
1546,1.15057E-08,1.4718E-07
1547,1.14876E-08,1.46999E-07
1548,1.14695E-08,1.46819E-07
1549,1.14514E-08,1.46639E-07
1550,1.14334E-08,1.46459E-07
1551,1.14155E-08,1.4628E-07
1552,1.13975E-08,1.46101E-07
1553,1.13797E-08,1.45922E-07
1554,1.13618E-08,1.45744E-07
1555,1.1344E-08,1.45566E-07
1556,1.13263E-08,1.45388E-07
1557,1.13085E-08,1.45211E-07
1558,1.12908E-08,1.45034E-07
1559,1.12732E-08,1.44857E-07
1560,1.12556E-08,1.44681E-07
1561,1.1238E-08,1.44505E-07
1562,1.12205E-08,1.44329E-07
1563,1.1203E-08,1.44154E-07
1564,1.11856E-08,1.43979E-07
1565,1.11681E-08,1.43804E-07
1566,1.11508E-08,1.43629E-07
1567,1.11334E-08,1.43455E-07
1568,1.11161E-08,1.43282E-07
1569,1.10989E-08,1.43108E-07
1570,1.10816E-08,1.42935E-07
1571,1.10645E-08,1.42762E-07
1572,1.10473E-08,1.4259E-07
1573,1.10302E-08,1.42418E-07
1574,1.10131E-08,1.42246E-07
1575,1.09961E-08,1.42074E-07
1576,1.09791E-08,1.41903E-07
1577,1.09621E-08,1.41732E-07
1578,1.09452E-08,1.41562E-07
1579,1.09283E-08,1.41392E-07
1580,1.09115E-08,1.41222E-07
1581,1.08947E-08,1.41052E-07
1582,1.08779E-08,1.40883E-07
1583,1.08612E-08,1.40714E-07
1584,1.08445E-08,1.40545E-07
1585,1.08278E-08,1.40377E-07
1586,1.08112E-08,1.40208E-07
1587,1.07946E-08,1.40041E-07
1588,1.0778E-08,1.39873E-07
1589,1.07615E-08,1.39706E-07
1590,1.0745E-08,1.39539E-07
1591,1.07285E-08,1.39373E-07
1592,1.07121E-08,1.39207E-07
1593,1.06958E-08,1.39041E-07
1594,1.06794E-08,1.38875E-07
1595,1.06631E-08,1.3871E-07
1596,1.06468E-08,1.38545E-07
1597,1.06306E-08,1.3838E-07
1598,1.06144E-08,1.38215E-07
1599,1.05982E-08,1.38051E-07
1600,1.05821E-08,1.37888E-07
1601,1.0566E-08,1.37724E-07
1602,1.05499E-08,1.37561E-07
1603,1.05339E-08,1.37398E-07
1604,1.05179E-08,1.37235E-07
1605,1.05019E-08,1.37073E-07
1606,1.0486E-08,1.36911E-07
1607,1.04701E-08,1.36749E-07
1608,1.04543E-08,1.36588E-07
1609,1.04384E-08,1.36426E-07
1610,1.04227E-08,1.36265E-07
1611,1.04069E-08,1.36105E-07
1612,1.03912E-08,1.35945E-07
1613,1.03755E-08,1.35785E-07
1614,1.03598E-08,1.35625E-07
1615,1.03442E-08,1.35465E-07
1616,1.03286E-08,1.35306E-07
1617,1.03131E-08,1.35147E-07
1618,1.02975E-08,1.34989E-07
1619,1.02821E-08,1.34831E-07
1620,1.02666E-08,1.34673E-07
1621,1.02512E-08,1.34515E-07
1622,1.02358E-08,1.34357E-07
1623,1.02204E-08,1.342E-07
1624,1.02051E-08,1.34043E-07
1625,1.01898E-08,1.33887E-07
1626,1.01745E-08,1.3373E-07
1627,1.01593E-08,1.33574E-07
1628,1.01441E-08,1.33419E-07
1629,1.0129E-08,1.33263E-07
1630,1.01138E-08,1.33108E-07
1631,1.00987E-08,1.32953E-07
1632,1.00837E-08,1.32798E-07
1633,1.00686E-08,1.32644E-07
1634,1.00536E-08,1.3249E-07
1635,1.00387E-08,1.32336E-07
1636,1.00237E-08,1.32182E-07
1637,1.00088E-08,1.32029E-07
1638,9.99393E-09,1.31876E-07
1639,9.97908E-09,1.31723E-07
1640,9.96427E-09,1.31571E-07
1641,9.94948E-09,1.31419E-07
1642,9.93473E-09,1.31267E-07
1643,9.92001E-09,1.31115E-07
1644,9.90532E-09,1.30964E-07
1645,9.89066E-09,1.30813E-07
1646,9.87603E-09,1.30662E-07
1647,9.86143E-09,1.30511E-07
1648,9.84686E-09,1.30361E-07
1649,9.83232E-09,1.30211E-07
1650,9.81781E-09,1.30061E-07
1651,9.80334E-09,1.29912E-07
1652,9.78889E-09,1.29762E-07
1653,9.77447E-09,1.29613E-07
1654,9.76009E-09,1.29465E-07
1655,9.74573E-09,1.29316E-07
1656,9.7314E-09,1.29168E-07
1657,9.71711E-09,1.2902E-07
1658,9.70284E-09,1.28872E-07
1659,9.6886E-09,1.28725E-07
1660,9.67439E-09,1.28578E-07
1661,9.66022E-09,1.28431E-07
1662,9.64607E-09,1.28284E-07
1663,9.63195E-09,1.28138E-07
1664,9.61786E-09,1.27991E-07
1665,9.60379E-09,1.27846E-07
1666,9.58976E-09,1.277E-07
1667,9.57576E-09,1.27555E-07
1668,9.56178E-09,1.27409E-07
1669,9.54784E-09,1.27264E-07
1670,9.53392E-09,1.2712E-07
1671,9.52004E-09,1.26975E-07
1672,9.50618E-09,1.26831E-07
1673,9.49235E-09,1.26687E-07
1674,9.47854E-09,1.26544E-07
1675,9.46477E-09,1.264E-07
1676,9.45102E-09,1.26257E-07
1677,9.43731E-09,1.26114E-07
1678,9.42362E-09,1.25972E-07
1679,9.40996E-09,1.25829E-07
1680,9.39632E-09,1.25687E-07
1681,9.38272E-09,1.25545E-07
1682,9.36914E-09,1.25404E-07
1683,9.35559E-09,1.25262E-07
1684,9.34207E-09,1.25121E-07
1685,9.32858E-09,1.2498E-07
1686,9.31511E-09,1.2484E-07
1687,9.30167E-09,1.24699E-07
1688,9.28826E-09,1.24559E-07
1689,9.27488E-09,1.24419E-07
1690,9.26152E-09,1.24279E-07
1691,9.24819E-09,1.2414E-07
1692,9.23489E-09,1.24001E-07
1693,9.22162E-09,1.23862E-07
1694,9.20837E-09,1.23723E-07
1695,9.19515E-09,1.23584E-07
1696,9.18195E-09,1.23446E-07
1697,9.16879E-09,1.23308E-07
1698,9.15565E-09,1.2317E-07
1699,9.14253E-09,1.23033E-07
1700,9.12945E-09,1.22895E-07
1701,9.11639E-09,1.22758E-07
1702,9.10335E-09,1.22621E-07
1703,9.09034E-09,1.22485E-07
1704,9.07736E-09,1.22348E-07
1705,9.06441E-09,1.22212E-07
1706,9.05148E-09,1.22076E-07
1707,9.03857E-09,1.21941E-07
1708,9.0257E-09,1.21805E-07
1709,9.01285E-09,1.2167E-07
1710,9.00002E-09,1.21535E-07
1711,8.98722E-09,1.214E-07
1712,8.97445E-09,1.21266E-07
1713,8.9617E-09,1.21131E-07
1714,8.94898E-09,1.20997E-07
1715,8.93628E-09,1.20863E-07
1716,8.92361E-09,1.2073E-07
1717,8.91097E-09,1.20596E-07
1718,8.89835E-09,1.20463E-07
1719,8.88575E-09,1.2033E-07
1720,8.87318E-09,1.20197E-07
1721,8.86064E-09,1.20065E-07
1722,8.84812E-09,1.19933E-07
1723,8.83562E-09,1.198E-07
1724,8.82316E-09,1.19669E-07
1725,8.81071E-09,1.19537E-07
1726,8.79829E-09,1.19406E-07
1727,8.7859E-09,1.19274E-07
1728,8.77353E-09,1.19143E-07
1729,8.76118E-09,1.19013E-07
1730,8.74886E-09,1.18882E-07
1731,8.73657E-09,1.18752E-07
1732,8.72429E-09,1.18622E-07
1733,8.71205E-09,1.18492E-07
1734,8.69982E-09,1.18362E-07
1735,8.68762E-09,1.18233E-07
1736,8.67545E-09,1.18104E-07
1737,8.6633E-09,1.17975E-07
1738,8.65117E-09,1.17846E-07
1739,8.63907E-09,1.17717E-07
1740,8.62699E-09,1.17589E-07
1741,8.61494E-09,1.17461E-07
1742,8.60291E-09,1.17333E-07
1743,8.5909E-09,1.17205E-07
1744,8.57892E-09,1.17078E-07
1745,8.56696E-09,1.1695E-07
1746,8.55503E-09,1.16823E-07
1747,8.54311E-09,1.16697E-07
1748,8.53123E-09,1.1657E-07
1749,8.51936E-09,1.16443E-07
1750,8.50752E-09,1.16317E-07
1751,8.4957E-09,1.16191E-07
1752,8.48391E-09,1.16065E-07
1753,8.47213E-09,1.1594E-07
1754,8.46039E-09,1.15814E-07
1755,8.44866E-09,1.15689E-07
1756,8.43696E-09,1.15564E-07
1757,8.42528E-09,1.1544E-07
1758,8.41362E-09,1.15315E-07
1759,8.40199E-09,1.15191E-07
1760,8.39038E-09,1.15066E-07
1761,8.37879E-09,1.14943E-07
1762,8.36722E-09,1.14819E-07
1763,8.35568E-09,1.14695E-07
1764,8.34416E-09,1.14572E-07
1765,8.33266E-09,1.14449E-07
1766,8.32119E-09,1.14326E-07
1767,8.30973E-09,1.14203E-07
1768,8.2983E-09,1.14081E-07
1769,8.28689E-09,1.13958E-07
1770,8.27551E-09,1.13836E-07
1771,8.26414E-09,1.13714E-07
1772,8.2528E-09,1.13593E-07
1773,8.24148E-09,1.13471E-07
1774,8.23018E-09,1.1335E-07
1775,8.21891E-09,1.13229E-07
1776,8.20765E-09,1.13108E-07
1777,8.19642E-09,1.12987E-07
1778,8.18521E-09,1.12866E-07
1779,8.17402E-09,1.12746E-07
1780,8.16285E-09,1.12626E-07
1781,8.15171E-09,1.12506E-07
1782,8.14058E-09,1.12386E-07
1783,8.12948E-09,1.12267E-07
1784,8.1184E-09,1.12147E-07
1785,8.10734E-09,1.12028E-07
1786,8.0963E-09,1.11909E-07
1787,8.08528E-09,1.1179E-07
1788,8.07429E-09,1.11672E-07
1789,8.06331E-09,1.11553E-07
1790,8.05236E-09,1.11435E-07
1791,8.04143E-09,1.11317E-07
1792,8.03052E-09,1.11199E-07
1793,8.01963E-09,1.11082E-07
1794,8.00876E-09,1.10964E-07
1795,7.99791E-09,1.10847E-07
1796,7.98708E-09,1.1073E-07
1797,7.97627E-09,1.10613E-07
1798,7.96549E-09,1.10497E-07
1799,7.95472E-09,1.1038E-07
1800,7.94398E-09,1.10264E-07
1801,7.93325E-09,1.10148E-07
1802,7.92255E-09,1.10032E-07
1803,7.91187E-09,1.09916E-07
1804,7.9012E-09,1.098E-07
1805,7.89056E-09,1.09685E-07
1806,7.87994E-09,1.0957E-07
1807,7.86934E-09,1.09455E-07
1808,7.85875E-09,1.0934E-07
1809,7.84819E-09,1.09225E-07
1810,7.83765E-09,1.09111E-07
1811,7.82713E-09,1.08997E-07
1812,7.81663E-09,1.08883E-07
1813,7.80615E-09,1.08769E-07
1814,7.79568E-09,1.08655E-07
1815,7.78524E-09,1.08542E-07
1816,7.77482E-09,1.08428E-07
1817,7.76442E-09,1.08315E-07
1818,7.75404E-09,1.08202E-07
1819,7.74367E-09,1.08089E-07
1820,7.73333E-09,1.07977E-07
1821,7.72301E-09,1.07864E-07
1822,7.7127E-09,1.07752E-07
1823,7.70242E-09,1.0764E-07
1824,7.69215E-09,1.07528E-07
1825,7.68191E-09,1.07416E-07
1826,7.67168E-09,1.07305E-07
1827,7.66147E-09,1.07193E-07
1828,7.65129E-09,1.07082E-07
1829,7.64112E-09,1.06971E-07
1830,7.63097E-09,1.0686E-07
1831,7.62084E-09,1.0675E-07
1832,7.61073E-09,1.06639E-07
1833,7.60063E-09,1.06529E-07
1834,7.59056E-09,1.06419E-07
1835,7.58051E-09,1.06309E-07
1836,7.57047E-09,1.06199E-07
1837,7.56045E-09,1.06089E-07
1838,7.55045E-09,1.0598E-07
1839,7.54048E-09,1.05871E-07
1840,7.53051E-09,1.05762E-07
1841,7.52057E-09,1.05653E-07
1842,7.51065E-09,1.05544E-07
1843,7.50074E-09,1.05435E-07
1844,7.49086E-09,1.05327E-07
1845,7.48099E-09,1.05219E-07
1846,7.47114E-09,1.05111E-07
1847,7.46131E-09,1.05003E-07
1848,7.4515E-09,1.04895E-07
1849,7.4417E-09,1.04787E-07
1850,7.43193E-09,1.0468E-07
1851,7.42217E-09,1.04573E-07
1852,7.41243E-09,1.04466E-07
1853,7.40271E-09,1.04359E-07
1854,7.393E-09,1.04252E-07
1855,7.38332E-09,1.04146E-07
1856,7.37365E-09,1.04039E-07
1857,7.364E-09,1.03933E-07
1858,7.35437E-09,1.03827E-07
1859,7.34476E-09,1.03721E-07
1860,7.33516E-09,1.03615E-07
1861,7.32558E-09,1.0351E-07
1862,7.31602E-09,1.03404E-07
1863,7.30648E-09,1.03299E-07
1864,7.29695E-09,1.03194E-07
1865,7.28745E-09,1.03089E-07
1866,7.27796E-09,1.02984E-07
1867,7.26848E-09,1.0288E-07
1868,7.25903E-09,1.02775E-07
1869,7.24959E-09,1.02671E-07
1870,7.24017E-09,1.02567E-07
1871,7.23077E-09,1.02463E-07
1872,7.22138E-09,1.02359E-07
1873,7.21201E-09,1.02256E-07
1874,7.20266E-09,1.02152E-07
1875,7.19333E-09,1.02049E-07
1876,7.18401E-09,1.01946E-07
1877,7.17471E-09,1.01843E-07
1878,7.16543E-09,1.0174E-07
1879,7.15616E-09,1.01638E-07
1880,7.14692E-09,1.01535E-07
1881,7.13768E-09,1.01433E-07
1882,7.12847E-09,1.01331E-07
1883,7.11927E-09,1.01229E-07
1884,7.11009E-09,1.01127E-07
1885,7.10093E-09,1.01025E-07
1886,7.09178E-09,1.00923E-07
1887,7.08265E-09,1.00822E-07
1888,7.07353E-09,1.00721E-07
1889,7.06444E-09,1.0062E-07
1890,7.05535E-09,1.00519E-07
1891,7.04629E-09,1.00418E-07
1892,7.03724E-09,1.00318E-07
1893,7.02821E-09,1.00217E-07
1894,7.0192E-09,1.00117E-07
1895,7.0102E-09,1.00017E-07
1896,7.00121E-09,9.99166E-08
1897,6.99225E-09,9.98168E-08
1898,6.9833E-09,9.97171E-08
1899,6.97437E-09,9.96176E-08
1900,6.96545E-09,9.95182E-08
1901,6.95655E-09,9.9419E-08
1902,6.94766E-09,9.93199E-08
1903,6.93879E-09,9.92209E-08
1904,6.92994E-09,9.91222E-08
1905,6.9211E-09,9.90235E-08
1906,6.91228E-09,9.89251E-08
1907,6.90348E-09,9.88268E-08
1908,6.89469E-09,9.87286E-08
1909,6.88592E-09,9.86306E-08
1910,6.87716E-09,9.85327E-08
1911,6.86842E-09,9.84349E-08
1912,6.85969E-09,9.83374E-08
1913,6.85098E-09,9.82399E-08
1914,6.84229E-09,9.81427E-08
1915,6.83361E-09,9.80455E-08
1916,6.82495E-09,9.79485E-08
1917,6.8163E-09,9.78517E-08
1918,6.80767E-09,9.7755E-08
1919,6.79905E-09,9.76584E-08
1920,6.79045E-09,9.7562E-08
1921,6.78186E-09,9.74658E-08
1922,6.77329E-09,9.73697E-08
1923,6.76474E-09,9.72737E-08
1924,6.7562E-09,9.71779E-08
1925,6.74767E-09,9.70822E-08
1926,6.73916E-09,9.69867E-08
1927,6.73067E-09,9.68913E-08
1928,6.72219E-09,9.67961E-08
1929,6.71373E-09,9.6701E-08
1930,6.70528E-09,9.6606E-08
1931,6.69685E-09,9.65112E-08
1932,6.68843E-09,9.64165E-08
1933,6.68003E-09,9.6322E-08
1934,6.67164E-09,9.62276E-08
1935,6.66326E-09,9.61333E-08
1936,6.65491E-09,9.60392E-08
1937,6.64656E-09,9.59453E-08
1938,6.63823E-09,9.58515E-08
1939,6.62992E-09,9.57578E-08
1940,6.62162E-09,9.56642E-08
1941,6.61334E-09,9.55708E-08
1942,6.60507E-09,9.54776E-08
1943,6.59681E-09,9.53844E-08
1944,6.58857E-09,9.52915E-08
1945,6.58034E-09,9.51986E-08
1946,6.57213E-09,9.51059E-08
1947,6.56394E-09,9.50133E-08
1948,6.55575E-09,9.49209E-08
1949,6.54759E-09,9.48286E-08
1950,6.53943E-09,9.47365E-08
1951,6.53129E-09,9.46444E-08
1952,6.52317E-09,9.45526E-08
1953,6.51506E-09,9.44608E-08
1954,6.50696E-09,9.43692E-08
1955,6.49888E-09,9.42777E-08
1956,6.49081E-09,9.41864E-08
1957,6.48276E-09,9.40952E-08
1958,6.47472E-09,9.40041E-08
1959,6.4667E-09,9.39132E-08
1960,6.45868E-09,9.38224E-08
1961,6.45069E-09,9.37318E-08
1962,6.4427E-09,9.36412E-08
1963,6.43474E-09,9.35508E-08
1964,6.42678E-09,9.34606E-08
1965,6.41884E-09,9.33704E-08
1966,6.41091E-09,9.32805E-08
1967,6.403E-09,9.31906E-08
1968,6.3951E-09,9.31009E-08
1969,6.38722E-09,9.30113E-08
1970,6.37934E-09,9.29218E-08
1971,6.37149E-09,9.28325E-08
1972,6.36364E-09,9.27433E-08
1973,6.35581E-09,9.26542E-08
1974,6.34799E-09,9.25653E-08
1975,6.34019E-09,9.24765E-08
1976,6.3324E-09,9.23878E-08
1977,6.32463E-09,9.22993E-08
1978,6.31686E-09,9.22108E-08
1979,6.30911E-09,9.21226E-08
1980,6.30138E-09,9.20344E-08
1981,6.29366E-09,9.19464E-08
1982,6.28595E-09,9.18585E-08
1983,6.27825E-09,9.17707E-08
1984,6.27057E-09,9.16831E-08
1985,6.2629E-09,9.15955E-08
1986,6.25525E-09,9.15082E-08
1987,6.24761E-09,9.14209E-08
1988,6.23998E-09,9.13338E-08
1989,6.23236E-09,9.12468E-08
1990,6.22476E-09,9.11599E-08
1991,6.21717E-09,9.10732E-08
1992,6.20959E-09,9.09865E-08
1993,6.20203E-09,9.09E-08
1994,6.19448E-09,9.08137E-08
1995,6.18694E-09,9.07274E-08
1996,6.17942E-09,9.06413E-08
1997,6.17191E-09,9.05553E-08
1998,6.16441E-09,9.04694E-08
1999,6.15693E-09,9.03837E-08
2000,6.14945E-09,9.02981E-08
